Text,Emotion
could give away im feeling greedy moment,anger
feel pretty mellow far whatever healing wounding process may getting underway,joy
diss bag feeling grouchy lack inspiration whatsoever comes fug bags today grouchy still sets means big deal,anger
pray continue giving confident happy god fearing feel loved,love
suggest begin take time reflect relationships understand specifically makes feel valued loved makes feel insecure unnecessary,joy
feel terribly helpless sometimes even limited spiritual awareness able find answers know end outcome decision able move readjust pick pieces centre enjoy decision,fear
kind left feeling insecure uneasy skin,fear
given said friend space distance talked friend problems given friend space left sour friendship never feeling ignored,sadness
feeling shitty today,sadness
feel thighs stubborn going away rate stomach arms butt,anger
seem probably feel bit defeated,sadness
believe even though time feel hospitalized pretty sure good thing,joy
feeling indication childs personality petrified,fear
feel calm okay sometimes get sad,joy
ive medicated today feel funny,surprise
hate helpless make feel get stubborn stop taking im fine im im stubborn cant make start really bad episode scare taking cycle starts back,anger
feel talk brother law extremely popular one think stiff,joy
luxury expressing feelings without fear getting beaten scolded,sadness
im feeling bit melancholy reason im going post hopefully discovery old thoughts goals help align focus bit,sadness
feel cold mostly arms torso,anger
washing trees hoping would good concurrently general trajectory life feeling suspicious much trappings christianity even sometimes maybe kinda lot suspicious heart head song,fear
im feeling way trusting,joy
found feeling jealous though,anger
feel absolutely stumped floor dance charming gentle specially continental feeling purely mental heaven rest us asbestos dance,joy
feel important revolves around connection felt brothers sisters,joy
love place series real heroes love way couples books fall love feels violent crazy place call home,anger
feel disgusted ashamed,anger
could least count didnt feel frantic group followed bird moved north trees,fear
writing playing feels quite wonderful,joy
feeling shaky weak light headed starting yesterday morning woke breathe properly matter many deep breaths took felt enough oxygen going,fear
cant help wince feeling unpleasant tightness back dull ache head since ive opted resting wall behind,sadness
must say initial splash bad strokes could feel cold getting bones,anger
feeling emotionally drained,sadness
thinking watching general conference feeling bit jealous,anger
happy progress also beginning feel little hopeless,sadness
feel need emphasize things moment grumpy last week,anger
feel shy broken english,fear
honestly say one time life feel legtimately victimized,sadness
kinda laying disappeared arm playing computer got turn eat dinner way adjectives sudden wierd feeling collar chest felt like bounce electricity shocked something left paw,surprise
feel ugly hated,sadness
often feel like jaded older sister around,sadness
start feel unsure,fear
felt good feel fine today,joy
guess im ready still young feeling rebellious,anger
guess need see goes im feeling nervous im also excited,fear
junior doctors returned work bunking,anger
im appreciative enough love care enough feel contented never happy,joy
bursting feel inside delicious woman cunt,joy
spent much year waiting summer moments feels like resigned summer certain extent waiting get life start new chapter st paul,sadness
always feel horny im done definitely large flaccid penis sleepy hangs low,love
wonder feel surprised things different expected,surprise
im today looking bank account morning feeling shocked,surprise
happen witness sadistic acts,anger
feel better almost tasting success,joy
feel like hated everything happened deserve,anger
also feel like way irritable today,anger
feel romantic wear raphael coat,love
also feel transition piece still sweet classy adding touch goth punk rebellious style im falling lately,joy
im feeling amazed california ness moment currently sitting pool drinking wine spritzer nagalene connecting via google wifi using stellarium figure stars,surprise
